name,addition,image,num_of_people,link,time_to_prepare,time_to_cook,guide
Khoai tây chiên xốt yaourt,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/khoai-tay-chien-xot-yaourt/c7c0.jpg,2 người,http://www.amthuc365.vn/cong-thuc/620-khoai-tay-chien-xot-yaourt.html,Chuẩn bị: 20 phút,Thực hiện: 40 phút,"Khoai tây gọt vỏ, xắt lát vừa ăn, ngâm nước muối loãng rồi vớt ra để ráo, cho vào tủ đông 30 phút. Bắc chảo nóng, cho ngập dầu, thả khoai tây vào chiên giòn."
Cơm tấm bì chả,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/com-tam-bi-cha/806c.jpg,3 - 4 người,http://www.amthuc365.vn/cong-thuc/619-com-tam-bi-cha.html,Chuẩn bị: 15 phút,Thực hiện: 20 phút,"Nấm mèo, nấm rơm rửa qua nước muối loãng cho sạch, xắt nhỏ."
Chả lá lốt,"Lá lốt chế biến món này không nên dùng lá quá non, sẽ không thơm và không bùi, nhưng cũng không nên dùng lá quá già sẽ bị dai.",http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/cha-la-lot/1521.jpg,3 - 4 người,http://www.amthuc365.vn/cong-thuc/624-cha-la-lot.html,Chuẩn bị: 10 phút,Thực hiện: 20 phút,"Lá lốt rửa sạch, để ráo nước, giữ cuống. Lấy một ít thái sợi.Thịt nạc vai trộn đều với hành tím băm, lá lốt thái sợi, tiêu và hạt nêm, để thấm."
Salad gà chiên xốt teriyaki,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/salad-ga-chien-xot-teriyaki/42f5.jpg,N/A,http://www.amthuc365.vn/cong-thuc/623-salad-ga-chien-xot-teriyaki.html,Chuẩn bị: 10 phút,Thực hiện: 20 phút,"Rau xà lách các loại rửa sạchnhiều nước, ngắt nhỏ, để ráo. Cà chua bi xắt đôi. Hành tây, ớt xanh bào sợi mỏng. Gà phi lê rửa sạch ướp với muối, hạt nêm, đường khoảng 15 phút."
Chả heo cuốn lá xương sông,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/cha-heo-cuon-la-xuong-song/6e7b.jpg,3 - 4 người,http://www.amthuc365.vn/cong-thuc/616-cha-heo-cuon-la-xuong-song.html,Chuẩn bị: 15 phút,Thực hiện: 15 phút,"Thịt vai heo mua về rửa sạch, xay nhỏ. Ướp với ít hạt nêm, tiêu, dầu ăn, nước mắm để khoảng 5 phút. Hành lá, hành khô bằm nhỏ, cho vào thịt ướp trộn đều. Lá xương sông rửa sạch, để ráo nước."
Bạch tuộc chiên xù,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/bach-tuoc-chien-xu/fe0e.jpg,3 - 4 người,http://www.amthuc365.vn/cong-thuc/626-bach-tuoc-chien-xu.html,Chuẩn bị: 10 phút,Thực hiện: 10 phút,"Bạch tuộc làm sạch, để nguyên con ướp với tiêu, muối, bột ngọt, để thấm khoảng 10 phút."
Cơm cháy xốt rau củ cuộn giấy bạc,"Món ăn dặc biệt ở những miếng cơm cháy, nên chiên xong dùng ngay để giữ độ giòn. Khi chiên, phải để ngập dầu để cơm cháy có độ xốp giòn, không bị chai và không cháy.",http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/com-chay-xot-rau-cu-cuon-giay-bac/42ce.jpg,3 - 4 người,http://www.amthuc365.vn/cong-thuc/622-com-chay-xot-rau-cu-cuon-giay-bac.html,Chuẩn bị: 15 phút,Thực hiện: 40 phút,"Đậu phụ xắt hạt lựu, chiên vàng, vớt ra để ráo dầu. Cơm cháy chiên giòn xốp, vớt ra để ráo dầu. Bông cải xanh tách miếng nhỏ, ngâm nước muối loãng 10 phút vớt ra để ráo. Ớt chuông lạng bỏ hạt, xắt múi cau. Đậu Hà Lan tước xơ, xắt lát xéo. Bắp non rửa sạch, chẻ đôi. Nấm đông cô, nấm bào ngư ngâm nước muối loãng 10 phút, rửa sạch, vắt ráo, cắt miếng vừa ăn."
Trứng đúc thịt nấm,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/trung-duc-thit-nam/ff4a.jpg,3 - 4 người,http://www.amthuc365.vn/cong-thuc/609-trung-duc-thit-nam.html,Chuẩn bị: 10 phút,Thực hiện: 10 phút,"Bật lò nướng. Trong chảo lớn, làm tan bơ và thêm xúc xích vào, nấu xúc xích trong vài phút."
Thịt heo áp chảo phong cách Ý,"Khoai tây chiên ở đây mình sử dụng khoai đông lạnh cắt miếng sẵn có bán ở các siêu thị, chiên ngay không cần rã đông nên rất nhanh. Vì khoai đã được làm chín sẵn nên bạn không cần phải chiên ngập dầu mà khoai vẫn giòn.",http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/thit-heo-ap-chao-phong-cach-y/6c0e.jpg,3 - 4 người,http://www.amthuc365.vn/cong-thuc/628-thit-heo-ap-chao-phong-cach-y.html,Chuẩn bị: 20 phút,Thực hiện: 25 phút,"Trong một bát nhỏ, trộn đều 1 thìa mù tạt, 2 thìa mật ong, 1/6 quả chanh vàng cùng tiêu muối và một nhúm lá gia vị thơm của Ý. Ướp với thịt trong khoảng 30 phút."
Cơm chiên bào ngư,Có thể dùng bào ngư hộp. Nên sử dụng cả nước xốt trộn với cơm rồi chiên.,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/com-chien-bao-ngu/c5ab.jpg,2 người,http://www.amthuc365.vn/cong-thuc/629-com-chien-bao-ngu.html,Chuẩn bị: 10 phút,Thực hiện: 20 phút,"Gạo nấu thành cơm, để nguội."
Trứng đúc cá kiểu Nhật,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/trung-duc-ca-kieu-nhat/c4d1.jpg,2 - 3 người,http://www.amthuc365.vn/cong-thuc/627-trung-duc-ca-kieu-nhat.html,Chuẩn bị: 5 phút,Thực hiện: 10 phút,"Thái cá thành từng miếng nhỏ, trộn đều với giấm gạo và đem xay nhuyễn."
Cuốn ram thịt cua,"Để chả giò không bung, nên gấp mép xuống dưới, đặt mép gấp đó xuống mặt chảo rồi rưới dầu lên trên trong khi chiên, không trở mặt nhiều lần.",http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/cuon-ram-thit-cua/9c50.jpg,N/A,http://www.amthuc365.vn/cong-thuc/621-cuon-ram-thit-cua.html,Chuẩn bị: 15 phút,Thực hiện: 30 phút,"Thịt cua nhặt sạch vỏ, trụng qua nước sôi, vớt ra để thật ráo. Trộn thịt cua với thịt xay, ướp muối, hạt nêm và tiêu, để thấm 10 phút. Xốt: Hành tây lột vỏ xắt hạt lựu. Trộn tiếp hành tây vào với thịt cua."
Gỏi cá trê,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/goi-ca-tre/859d.jpg,3 - 4 người,http://www.amthuc365.vn/cong-thuc/632-goi-ca-tre.html,Chuẩn bị: 15 phút,Thực hiện: 25 phút,"Cá làm sạch, cho vào chảo ngập dầu, chiên cho cá chín đều, vớt ra để ráo. Tách lấy thịt cá, bỏ xương và da.Tán nhuyễn thịt cá rồi trộn đều với bột chiên xù, nặn thành miếng bánh tròn, dẹp."
Gà cuộn khoai môn chiên,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/ga-cuon-khoai-mon-chien/4caa.jpg,3 - 4 người,http://www.amthuc365.vn/cong-thuc/633-ga-cuon-khoai-mon-chien.html,Chuẩn bị: 10 phút,Thực hiện: 20 phút,"Ức gà lọc lấy phi-lê, bỏ xương và da, xắt miếng mỏng và dài.Khoai môn gọt vỏ, xắt sợi mỏng và nhỏ."
Cá chẻm xốt chanh,"Có thể thay chanh thường bằng chanh dây, món ăn sẽ thơm hơn. Khi chiên cá, hạ lửa nhỏ dần để cá chín vàng đều mà không bị khét.",http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/ca-chem-xot-chanh/ff75.jpg,2 - 3 người,http://www.amthuc365.vn/cong-thuc/636-ca-chem-xot-chanh.html,Chuẩn bị: 10 phút,Thực hiện: 10 phút,"Cá rửa sạch, thấm ráo. Chanh vắt lấy nước cốt.Bắc chảo dầu nóng, thả cá vào chiên vàng đều hai mặt, gắp ra để trên giấy thấm dầu."
Ức vịt xông khói và ham quay,"Ham đùi nên dùng hiệu Kim Hoa, một loại jambon hảo hạng nổi tiếng ở Trung Quốc, sẽ ngon hơn. Vì có mật ong nên ức vịt rất dễ cháy, cần canh lửa kĩ.",http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/uc-vit-xong-khoi-va-ham-quay/5b0b.jpg,2 người,http://www.amthuc365.vn/cong-thuc/630-uc-vit-xong-khoi-va-ham-quay.html,Chuẩn bị: 10 phút,Thực hiện: 20 phút,"Ướp ức vịt với tương xí muội, mật ong và bột gà, để thấm 10 phút rồi chiên cho mặt ngoài ức vịt rám đều. Gắp ức vịt ra xắt lát."
Cá mú nghệ chiên nước tương,"Trước khi chiên, búng chút bột lên cá để cá không sát chảo. Chiên lửa nhỏ, ít dầu và khi xốt sôi cho cá vào lấy ra ngay.",http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/ca-mu-nghe-chien-nuoc-tuong/2807.jpg,2 người,http://www.amthuc365.vn/cong-thuc/631-ca-mu-nghe-chien-nuoc-tuong.html,Chuẩn bị: 10 phút,Thực hiện: 20 phút,"Cá mú nghệ cắt miếng vừa ăn, ướp đường và 1 thìa súp nước tương."
Chả cá thác lác chiên cốm xanh,"Cá thác lác chiên dễ bị co lại không đẹp mắt, dùng cá chẻm làm lõi sẽ giúp khắc phục tình trạng này.",http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/cha-ca-thac-lac-chien-com-xanh/79b9.jpg,3 - 4 người,http://www.amthuc365.vn/cong-thuc/638-cha-ca-thac-lac-chien-com-xanh.html,Chuẩn bị: 10 phút,Thực hiện: 10 phút,"Phi-lê cá chẻm rửa sạch, thái lát dày khoảng 0,5cm, ướp với ít hạt nêm."
Chả tôm chiên kiểu Thái,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/cha-tom-chien-kieu-thai/8320.jpg,3 - 4 người,http://www.amthuc365.vn/cong-thuc/634-cha-tom-chien-kieu-thai.html,Chuẩn bị: 15 phút,Thực hiện: 30 phút,"Tôm rửa sạch, bóc nõn, bỏ chỉ đen trên sống lưng, cho vào máy xay nhuyễn."
Chạo tôm,"Khi chiên, không để dầu ngập thanh mía và chỉ nhúng vào lấy ra ngay.",http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/chao-tom/4c85.jpg,3 - 4 người,http://www.amthuc365.vn/cong-thuc/635-chao-tom.html,Chuẩn bị: 30 phút,Thực hiện: 90 phút,"Tôm xẻ lưng bỏ chỉ đen, lau khô, ướp với 1/2 thìa cà phê muối, giữ lạnh 1 tiếng. Mỡ heo xắt hạt lựu nhuyễn. Tôm lấy ra vừa giã vừa quết đến khi nhuyễn mịn. Cá thác lác quết với phần muối còn lại cho dẻo, thêm giò sống vào quết tiếp cho đều rồi cho tôm vào quết lại cho dai."
Thịt xông khói cuốn rau quả,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/thit-xong-khoi-cuon-rau-qua/2a6c.jpg,2 - 3 người,http://www.amthuc365.vn/cong-thuc/639-thit-xong-khoi-cuon-rau-qua.html,Chuẩn bị: 5 phút,Thực hiện: 10 phút,"Boa-rô tước vỏ ngoài, rửa sạch. Đun sôi nước, trụng boa-rô vào lấy ra ngay."
Cánh gà chiên nước mắm,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/canh-ga-chien-nuoc-mam/bc40.jpg,2 người,http://www.amthuc365.vn/cong-thuc/641-canh-ga-chien-nuoc-mam.html,Chuẩn bị: 20 phút,Thực hiện: 25 phút,"Cánh gà mua về rửa sạch với muối, chần sơ qua nước sôi, để lên rổ cho ráo, dùng dao khía dọc cánh gà, ướp muối và đường, tiêu trộn đều, đậy lại để tủ lạnh qua đêm."
Cồi sò điệp áp chảo xốt chua ngọt,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/coi-so-diep-ap-chao-xot-chua-ngot/3d9d.jpg,3 - 4 người,http://www.amthuc365.vn/cong-thuc/643-coi-so-diep-ap-chao-xot-chua-ngot.html,Chuẩn bị: 20 phút,Thực hiện: 25 phút,"Cồi sò điệp rửa sạch, ướp hạt nêm, để khoảng 10 phút cho thấm. Rót ít dầu vào chảo, để nóng rồi cho cồi sò điệp vào áp chảo chín 2 mặt. Ớt xanh, ớt vàng, hành tây cắt vuông (quân cờ)."
Cá lăn bột xốt mù tạt,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/ca-lan-bot-xot-mu-tat/7788.jpg,N/A,http://www.amthuc365.vn/cong-thuc/642-ca-lan-bot-xot-mu-tat.html,Chuẩn bị: 20 phút,Thực hiện: 25 phút,"Cắt cá thành từng lát dài khoảng 7 cm; ướp muối và tiêu.Lấy 1 quả trứng cho vào tô, đánh lên. Nhúng cà vào trứng rồi phủ lên 1 lớp vụn bánh mì.Kho dầu ăn nóng, cho cá vào chiên đến khi có màu vàng nâu thì vớt ra."
Nấm bọc thịt chiên xù,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/nam-boc-thit-chien-xu/b144.jpg,2 - 3 người,http://www.amthuc365.vn/cong-thuc/640-nam-boc-thit-chien-xu.html,Chuẩn bị: 20 phút,Thực hiện: 25 phút,"Miến ngâm mềm, vớt ra rổ cho ráo nước rồi cắt nhỏ. Thịt nạc xay trộn đều với miến, tôm, chút muối, tiêu, nước mắm, hạt nêm. Nếu không có tôm bạn dùng thịt nạc cũng được."
Thăn cừu chiên cà chua sấy,"Mỗi cạnh chiên khoảng 2 phút là chín cháy cạnh, lăn cho thịt chín đều.",http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/than-cuu-chien-ca-chua-say/ce1a.jpg,3 - 4 người,http://www.amthuc365.vn/cong-thuc/644-than-cuu-chien-ca-chua-say.html,Chuẩn bị: 10 phút,Thực hiện: 30 phút,"Khoai tây nghiền: 450g khoai tây nghiền 1/2 tách sữa tươi ấm 2 thìa súp phô-mai Parmesan bào 1/2 thìa súp bơ lạt muối vừa đủ, tất cả trộn đều"
Chiên xù khai vị,"Nên trụng sơ đậu phụ qua nước sôi để đậu phụ chắc hơn. Khi chiên để lửa vừa, chiên hết mẻ vớt ra chiên mẻ khác, không cho thức ăn sống vào cùng thức ăn chín.",http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/chien-xu-khai-vi/3da1.jpg,4 - 5 người,http://www.amthuc365.vn/cong-thuc/649-chien-xu-khai-vi.html,Chuẩn bị: 15 phút,Thực hiện: 20 phút,"Đậu phụ tán nhuyễn, nêm ít hạt nêm nấm và tiêu, để thấm. Bông bí rửa sạch, nhặt bỏ đài, để ráo. Nhồi đậu phụ vào bông bí."
Đậu phụ cốm,"Cốm giẹp này là loại cốm miền Nam có màu trắng, không phải cốm non miền Bắc có màu xanh.",http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/dau-phu-com/60d3.jpg,2 - 3 người,http://www.amthuc365.vn/cong-thuc/647-dau-phu-com.html,Chuẩn bị: 10 phút,Thực hiện: 10 phút,"Đậu phụ chọn loại ngon, rửa sạch, cắt miếng vừa ăn. Cho cốm ra đĩa, lấy đậu phụ lăn qua một lớp cốm, vắt tròn. Đun sôi dầu, nhúng đậu phụ vào bột chiên giòn rồi cho vào chảo chiên vàng là được."
Tôm bao bí ngô chiên xù,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/tom-bao-bi-ngo-chien-xu/30b4.jpg,3 - 4 người,http://www.amthuc365.vn/cong-thuc/646-tom-bao-bi-ngo-chien-xu.html,Chuẩn bị: 10 phút,Thực hiện: 15 phút,"Tôm rửa sạch bóc vỏ, nếu không có tôm tươi bạn có thể dùng tôm đông lạnh cũng được. Bóc sạch đầu tôm nhưng nên giữ lại đuôi cho đẹp."
Pancake cá hồi cuộn phô-mai tươi,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/pancake-ca-hoi-cuon-phomai-tuoi/4620.jpg,N/A,http://www.amthuc365.vn/cong-thuc/648-pancake-ca-hoi-cuon-phomai-tuoi.html,Chuẩn bị: 15 phút,Thực hiện: 30 phút,"Cá hồi để nguyên khối, ướp nước táo, hoa hồi, quế, muối tiêu qua đêm rồi lấy ra xắt mỏng. Lá quế tây nhặt rửa sạch, xắt nhuyễn, trộn đều với kem phô-mai."
Gỏi cuốn - đậu phụ chiên chấm xốt lạc,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/goi-cuon-dau-phu-chien-cham-xot-lac/77d8.jpg,2 - 3 người,http://www.amthuc365.vn/cong-thuc/637-goi-cuon-dau-phu-chien-cham-xot-lac.html,Chuẩn bị: 10 phút,Thực hiện: 30 phút,"Đậu phụ chiên vàng, xắt miếng vừa ăn.Trứng cút luộc chín, bóc vỏ."
Tôm càng rim nước dừa,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/tom-cang-rim-nuoc-dua/6e9c.jpg,2 người,http://www.amthuc365.vn/cong-thuc/653-tom-cang-rim-nuoc-dua.html,Chuẩn bị: 15 phút,Thực hiện: 30 phút,"Tôm càng xẻ ngay giữa lưng, rút bỏ chỉ đen, rửa sạch. Dừa tươi cắt chỏm lấy nước. Hành tím lột vỏ băm nhuyễn. Hành lá lột bớt lớp lá ngoài, cắt rễ, đập giập, băm nhuyễn."
Bầu khìa ngũ vị,"Trước khi khìa bầu, có thể chiên bầu sơ qua, vớt ra, để ráo dầu để bầu được thơm và đẹp. Không gọt vỏ để miếng bầu không bị mềm nhũn. Nếu thích mặn có thể nêm thêm nước tương khi khìa.",http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/bau-khia-ngu-vi/ec91.jpg,N/A,http://www.amthuc365.vn/cong-thuc/654-bau-khia-ngu-vi.html,Chuẩn bị: 10 phút,Thực hiện: 20 phút,"Bầu để nguyên vỏ, rửa sạch, xắt lát."
Cá thu chấy tỏi,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/ca-thu-chay-toi/9a3c.jpg,2 - 3 người,http://www.amthuc365.vn/cong-thuc/652-ca-thu-chay-toi.html,Chuẩn bị: 10 phút,Thực hiện: 30 phút,"Cá thu cắt quân cờ, ướp với bột ngọt, đường, hạt nêm, tiêu, nước mắm, để thấm khoảng 5 phút. Ớt chuông lạng bỏ hạt, xắt cọng. Hành tây xắt múi cau nhỏ. Ngò xắt nhuyễn."
Cá thác lác cuộn cua,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/ca-thac-lac-cuon-cua/6fb3.jpg,3 - 4 người,http://www.amthuc365.vn/cong-thuc/650-ca-thac-lac-cuon-cua.html,Chuẩn bị: 15 phút,Thực hiện: 45 phút,"Cá thác lác quết với hạt nêm, muối, hành, tỏi, tiêu vỡ và nước mắm."
Ram Huế,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/ram-hue/6709.jpg,2 người,http://www.amthuc365.vn/cong-thuc/645-ram-hue.html,Chuẩn bị: 15 phút,Thực hiện: 10 phút,"Bằm nhỏ thịt nạc, nấm mèo, hành lá, bún Tàu ướp gia vị vừa ăn và trộn đều. Bánh tráng cắt làm 6, cho hỗn hợp đã trộn vào miếng bánh và gói lại theo hình tam giác."
Chả giò thịt nguội,"Nên xào cho nhân ráo nước và để nhân nguội hẳn mới gói thì chả giò sẽ không bị ỉu, khi chiên rất giòn ngon.",http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/cha-gio-thit-nguoi/f9ec.jpg,3 - 4 người,http://www.amthuc365.vn/cong-thuc/655-cha-gio-thit-nguoi.html,Chuẩn bị: 10 phút,Thực hiện: 40 phút,"Chả lụa và chả bò xắt sợi.Khoai môn hấp chín, gọt vỏ, tán nhuyễn."
Trứng cuộn thịt bò,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/trung-cuon-thit-bo/8661.jpg,2 người,http://www.amthuc365.vn/cong-thuc/657-trung-cuon-thit-bo.html,Chuẩn bị: 10 phút,Thực hiện: 15 phút,"Hành tây, gừng, tỏi xắt nhỏ. Ướp thịt bò với hỗn hợp trên cùng với dầu hào, sốt Hoisin và dầu mè."
Chả cá Thăng Long,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/cha-ca-thang-long/9934.jpg,3 - 4 người,http://www.amthuc365.vn/cong-thuc/656-cha-ca-thang-long.html,Chuẩn bị: 10 phút,Thực hiện: 15 phút,"Mì trắng, luộc qua theo hướng dẫn trên bao bì"
Thịt bò cuộn cà rốt,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/thit-bo-cuon-ca-rot/6fde.jpg,3 - 4 người,http://www.amthuc365.vn/cong-thuc/658-thit-bo-cuon-ca-rot.html,Chuẩn bị: 15 phút,Thực hiện: 25 phút,"Cà rốt gọt bỏ, cắt làm đôi mỗi củ và thái miếng nhỏ dài, đặt chúng vào trong bát nước, cho vào lò vi sóng khoảng 3-4 phút để cà rốt được chần qua (thời gian tùy thuộc vào độ dày của cà rốt).Thịt bò ướp cùng với muối và hạt tiêu đen."
Gà bó xôi,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/ga-bo-xoi/b3f8.jpg,4 - 5 người,http://www.amthuc365.vn/cong-thuc/651-ga-bo-xoi.html,Chuẩn bị: 10 phút,Thực hiện: 30 phút,"Nếp vo sạch, đồ thành xôi, xới ra để nguội.Gà rửa sạch, xắt miếng ướp hành tím, muối, đường, hạt nêm và 1 thìa súp dầu ăn, để thấm. Cho 1 thìa súp dầu ăn vào chảo, xào gà đi vừa chín tới."
Tôm chiên xốt mayonnaise,"Theo sở thích, bạn có thể lột vỏ tôm chừa lại phần càng tôm. Khi chiên, món tôm càng thêm giòn và ngon.",http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/tom-chien-xot-mayonnaise/5028.jpg,2 - 3 người,http://www.amthuc365.vn/cong-thuc/661-tom-chien-xot-mayonnaise.html,Chuẩn bị: 20 phút,Thực hiện: 20 phút,"Tôm chọn con tươi, lột bỏ vỏ, bóc chỉ đen, rửa sạch. Bắc chảo lên bếp, cho dầu ăn vào chảo, khi dầu sôi lăn từng con tôm qua một lớp bột chiên rồi cho vào chiên vàng. Vớt tôm chiên ra giấy thấm, để ráo dầu."
Bông bí nhồi tôm,"Không nên chọn bông bí đã nở nhiều mà chọn búp sắp nở hoặc nở ít, khi rửa nhẹ tay để không làm nát phần bông. Để lửa nhỏ khi chiên bông bí.",http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/bong-bi-nhoi-tom/b4c1.jpg,3 - 4 người,http://www.amthuc365.vn/cong-thuc/662-bong-bi-nhoi-tom.html,Chuẩn bị: 20 phút,Thực hiện: 20 phút,"Tôm sú lột vỏ, rửa sạch, xay hoặc băm nhuyễn, quết đều với hạt nêm, đường, tiêu. Trứng gà đánh tan.Bông bí bỏ bớt đầu đài hoa, bỏ nhụy, rửa sạch, để ráo."
Thịt bọc khoai tây chiên,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/thit-boc-khoai-tay-chien/5ea4.jpg,3 - 4 người,http://www.amthuc365.vn/cong-thuc/663-thit-boc-khoai-tay-chien.html,Chuẩn bị: 5 phút,Thực hiện: 10 phút,"Khoai tây làm sạch, cho vào máy xay, xay nhuyễn với một chút muối. Múc khoảng 1 thìa khoai tây nghiền, đặt lên trên mỗi lát thịt, cuộn lại chặt như cuộn nem. Bày ra đĩa và rắc bột ngô lên trên mỗi miếng thịt cuộn, đừng rắc quá nhiều."
Bánh khoai môn tôm thịt,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/banh-khoai-mon-tom-thit/56e8.jpg,5 - 6 người,http://www.amthuc365.vn/cong-thuc/659-banh-khoai-mon-tom-thit.html,Chuẩn bị: 20 phút,Thực hiện: 25 phút,"Gọt khoai môn, cắt nhỏ vuông ngâm vào nước lạnh cho hết nhớt. Bắc nồi lên, cho khoai vào đồ chín. Khi khoai chín cho cho vài thìa bột năng vào, bắc xuống cho vào bát tô to đánh đều cho khoai quánh lại thành bột."
Bánh rế khoai tây,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/banh-re-khoai-tay/d46b.jpg,2 người,http://www.amthuc365.vn/cong-thuc/660-banh-re-khoai-tay.html,Chuẩn bị: 15 phút,Thực hiện: 85 phút,"Khoai tây gọt vỏ, dùng bàn nạo để nạo khoai và hành tây thành dạng sợi nhuyễn. Cho khoai và hành tây vào khăn mỏng vắt cho ráo nước. Xắt nhỏ hành lá và cần tây, trộn vào khoai, nêm hạt nêm."
Gà rim hạt điều tôm khô,"Nếu thích vị béo, có thể tăng lượng hạt điều. Có thể trụng sơ hành tây qua nước sôi trước khi cho vào rim để giảm bớt mùi hăng của hành, nhưng không xào quá kỹ hành sẽ mất độ giòn.",http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/ga-rim-hat-dieu-tom-kho/3f5e.jpg,2 - 3 người,http://www.amthuc365.vn/cong-thuc/669-ga-rim-hat-dieu-tom-kho.html,Chuẩn bị: 5 phút,Thực hiện: 20 phút,"Thịt gà rửa sạch, xắt quân cờ vừa ăn. Tôm khô rửa sạch, ngâm nước sôi. Hành tây lột vỏ, rửa sạch, xắt vuông. Đầu hành rửa sạch, xắt khúc."
Gà chiên bơ tỏi,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/ga-chien-bo-toi/d2b3.jpg,2 người,http://www.amthuc365.vn/cong-thuc/670-ga-chien-bo-toi.html,Chuẩn bị: 15 phút,Thực hiện: 20 phút,Ướp phần cánhi gà đã lọc với 1 thìa cà phê muối - tiêu cùng 2/3 chỗ cọng thìa là và 1/2 chỗ tỏi bằm trong khoảng 30 phút.
Bồ câu quay da giòn,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/bo-cau-quay-da-gion/5d0a.jpg,3 - 4 người,http://www.amthuc365.vn/cong-thuc/668-bo-cau-quay-da-gion.html,Chuẩn bị: 60 phút,Thực hiện: 20 phút,"Bồ câu làm sạch, để ráo. Hấp chín bồ câu, vớt ra để nguội. Dầu sôi, xối lên mình bồ câu cho đến khi da vàng đều."
Cá chay chiên bơ,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/ca-chay-chien-bo/d1fb.jpg,3 - 4 người,http://www.amthuc365.vn/cong-thuc/666-ca-chay-chien-bo.html,Chuẩn bị: 5 phút,Thực hiện: 10 phút,"Trình bày: 1 gói bánh tráng, 1 cây xà lách và các loại rau thơm, rửa sạch rồi để ráo nước, vài trái dưa leo, một ít đồ chua, ¼ chén đậu phộng rang, giã nhỏ"
Đùi gà chiên xù,,http://gl.amthuc365.vn/thumbnails/415/305///uploads//content/2012/03/16/dui-ga-chien-xu/2fea.jpg,4 - 5 người,http://www.amthuc365.vn/cong-thuc/665-dui-ga-chien-xu.html,Chuẩn bị: 30 phút,Thực hiện: 30 phút,"Thịt gà thái miếng vừa ăn, lau thật khô, cho muối và tiêu xoa khắp miếng thịt, dùng tay xoa ít rượu trắng đều thịt, để khoảng 30 phút đến 1 giờ đồng hồ."
